epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,1,1.6922101974487305,,
1,,3,1.3806836605072021,,
2,,5,1.587735891342163,,
3,,7,1.4313428401947021,,
4,,9,1.3045222759246826,,
5,,11,1.3316549062728882,,
6,,13,1.3215640783309937,,
7,,15,1.1914418935775757,,
8,,17,1.1972681283950806,,
9,,19,1.2014446258544922,,
10,,21,1.1191585063934326,,
11,,23,1.1183924674987793,,
12,,25,1.0751605033874512,,
13,,27,1.0677833557128906,,
14,,29,1.0840766429901123,,
15,,31,1.022463321685791,,
16,,33,1.0143449306488037,,
17,,35,1.0253441333770752,,
18,,37,0.9817404747009277,,
19,,39,0.9993085861206055,,
20,,41,0.9946644306182861,,
21,,43,0.9807149767875671,,
22,,45,0.9700158834457397,,
23,,47,0.9505548477172852,,
24,,49,,0.8924263715744019,
24,,49,0.9178500175476074,,
25,,51,0.9478448033332825,,
26,,53,0.9680399894714355,,
27,,55,0.956323504447937,,
28,,57,0.9154697060585022,,
29,,59,0.9918474555015564,,
30,,61,1.0256311893463135,,
31,,63,0.9782946109771729,,
32,,65,0.9337653517723083,,
33,,67,0.9854249358177185,,
34,,69,1.016143560409546,,
35,,71,0.9631418585777283,,
36,,73,0.9404809474945068,,
37,,75,0.9688016176223755,,
38,,77,0.9924955368041992,,
39,,79,0.9569831490516663,,
40,,81,0.9106215238571167,,
41,,83,0.9387305974960327,,
42,,85,0.9525537490844727,,
43,,87,0.9108457565307617,,
44,,89,0.965653121471405,,
45,,91,0.9738452434539795,,
46,,93,0.9701608419418335,,
47,,95,0.890000581741333,,
48,,97,0.9173688888549805,,
49,,99,,0.8811331987380981,
49,1.2695783376693726,99,,,1.3148384094238281
49,,99,0.9008619785308838,,
50,,101,0.948308527469635,,
51,,103,0.9069989919662476,,
52,,105,0.912126362323761,,
53,,107,0.8980560302734375,,
54,,109,0.9303843975067139,,
55,,111,0.9127999544143677,,
56,,113,0.9418317079544067,,
57,,115,0.9113835096359253,,
58,,117,0.942091703414917,,
59,,119,0.9412460327148438,,
60,,121,0.9043121337890625,,
61,,123,0.9119967818260193,,
62,,125,0.9311344623565674,,
63,,127,0.9292506575584412,,
64,,129,0.9103333950042725,,
65,,131,0.9227369427680969,,
66,,133,0.9446631669998169,,
67,,135,0.8818932771682739,,
68,,137,0.8803005814552307,,
69,,139,0.9375510215759277,,
70,,141,0.9474266171455383,,
71,,143,0.9123680591583252,,
72,,145,0.9399295449256897,,
73,,147,0.925331711769104,,
74,,149,,0.9698938727378845,
74,,149,0.9368010759353638,,
75,,151,0.889305591583252,,
76,,153,0.8915060758590698,,
77,,155,0.9545440673828125,,
78,,157,0.910831093788147,,
79,,159,0.9128994941711426,,
80,,161,0.8994356989860535,,
81,,163,0.9057832360267639,,
82,,165,0.9319502115249634,,
83,,167,0.9465242624282837,,
84,,169,0.9034569263458252,,
85,,171,0.8967089653015137,,
86,,173,0.9357254505157471,,
87,,175,0.9105463027954102,,
88,,177,0.9265440106391907,,
89,,179,0.887057900428772,,
90,,181,0.9535494446754456,,
91,,183,0.890474796295166,,
92,,185,0.9128966331481934,,
93,,187,0.8850870728492737,,
94,,189,0.9078819751739502,,
95,,191,0.8942036032676697,,
96,,193,0.9445482492446899,,
97,,195,0.901111364364624,,
98,,197,0.9097526669502258,,
99,,199,,0.9900062084197998,
99,1.3122087717056274,199,,,1.3596080541610718
99,,199,0.9595239162445068,,
100,,201,0.8849363327026367,,
101,,203,0.8913851976394653,,
102,,205,0.9014928340911865,,
103,,207,0.879304826259613,,
104,,209,0.8816941380500793,,
105,,211,0.8819409608840942,,
106,,213,0.8760577440261841,,
107,,215,0.8958809971809387,,
108,,217,0.9001954197883606,,
109,,219,0.8932561874389648,,
110,,221,0.9023549556732178,,
111,,223,0.9022725820541382,,
112,,225,0.9348540306091309,,
113,,227,0.9322924613952637,,
114,,229,0.8851596117019653,,
115,,231,0.9173824787139893,,
116,,233,0.8901333808898926,,
117,,235,0.9036639928817749,,
118,,237,0.8991807699203491,,
119,,239,0.8764596581459045,,
120,,241,0.9454720616340637,,
121,,243,0.8812254667282104,,
122,,245,0.9289436340332031,,
123,,247,0.886961817741394,,
124,,249,,0.8933287858963013,
124,,249,0.8884778022766113,,
125,,251,0.8826695680618286,,
126,,253,0.8863779306411743,,
127,,255,0.8761022090911865,,
128,,257,0.9312407970428467,,
129,,259,0.8837448954582214,,
130,,261,0.8715713620185852,,
131,,263,0.8846336603164673,,
132,,265,0.9143325090408325,,
133,,267,0.8853460550308228,,
134,,269,0.8898552060127258,,
135,,271,0.9282832741737366,,
136,,273,0.9219839572906494,,
137,,275,0.9329736828804016,,
138,,277,0.8655036687850952,,
139,,279,0.8820880651473999,,
140,,281,0.9150737524032593,,
141,,283,0.9046376943588257,,
142,,285,0.9095379114151001,,
143,,287,0.9101265072822571,,
144,,289,0.9239357709884644,,
145,,291,0.8735342025756836,,
146,,293,0.9253264665603638,,
147,,295,0.8866488337516785,,
148,,297,0.9364940524101257,,
149,,299,,0.8637333512306213,
149,1.2722200155258179,299,,,1.327633261680603
149,,299,0.8828411102294922,,
150,,301,0.873139500617981,,
151,,303,0.8966006636619568,,
152,,305,0.9047174453735352,,
153,,307,0.9259554147720337,,
154,,309,0.8710759878158569,,
155,,311,0.8819658756256104,,
156,,313,0.8982323408126831,,
157,,315,0.9045991897583008,,
158,,317,0.9007440209388733,,
159,,319,0.8949049711227417,,
160,,321,0.8810815215110779,,
161,,323,0.8650840520858765,,
162,,325,0.8958080410957336,,
163,,327,0.8804640173912048,,
164,,329,0.9187940359115601,,
165,,331,0.8774390816688538,,
166,,333,0.8987170457839966,,
167,,335,0.908531665802002,,
168,,337,0.9014476537704468,,
169,,339,0.8712441921234131,,
170,,341,0.9315236806869507,,
171,,343,0.9489932060241699,,
172,,345,0.8793635368347168,,
173,,347,0.929593026638031,,
174,,349,,0.8466681241989136,
174,,349,0.8770447373390198,,
175,,351,0.8706272840499878,,
176,,353,0.9277490973472595,,
177,,355,0.8757967948913574,,
178,,357,0.9218620657920837,,
179,,359,0.9171198010444641,,
180,,361,0.8837463855743408,,
181,,363,0.8935939073562622,,
182,,365,0.9200714826583862,,
183,,367,0.9194887280464172,,
184,,369,0.9000918865203857,,
185,,371,0.9073159694671631,,
186,,373,0.9188926219940186,,
187,,375,0.8806744813919067,,
188,,377,0.9013572931289673,,
189,,379,0.8610103726387024,,
190,,381,0.9162123203277588,,
191,,383,0.8925423622131348,,
192,,385,0.9268410205841064,,
193,,387,0.8824925422668457,,
194,,389,0.9192702174186707,,
195,,391,0.8610070943832397,,
196,,393,0.8729041814804077,,
197,,395,0.8899941444396973,,
198,,397,0.8813177347183228,,
199,,399,,0.8617206811904907,
199,0.9892748594284058,399,,,1.0616708993911743
199,,399,0.8827216625213623,,
200,,401,0.9009362459182739,,
201,,403,0.9145517349243164,,
202,,405,0.871667742729187,,
203,,407,0.8626797199249268,,
204,,409,0.8798538446426392,,
205,,411,0.8931301832199097,,
206,,413,0.9086806178092957,,
207,,415,0.883880615234375,,
208,,417,0.9131431579589844,,
209,,419,0.8738847970962524,,
210,,421,0.9037874937057495,,
211,,423,0.8640853762626648,,
212,,425,0.8696738481521606,,
213,,427,0.8913117051124573,,
214,,429,0.9097930192947388,,
215,,431,0.8865132927894592,,
216,,433,0.8967117071151733,,
217,,435,0.8859329223632812,,
218,,437,0.8878949880599976,,
219,,439,0.8982998132705688,,
220,,441,0.8855677843093872,,
221,,443,0.9266680479049683,,
222,,445,0.8955385684967041,,
223,,447,0.916917622089386,,
224,,449,,0.9428072571754456,
224,,449,0.914665699005127,,
225,,451,0.8736451864242554,,
226,,453,0.8698616027832031,,
227,,455,0.9055346250534058,,
228,,457,0.8692570924758911,,
229,,459,0.8845694065093994,,
230,,461,0.8625198006629944,,
231,,463,0.889337420463562,,
232,,465,0.8570411801338196,,
233,,467,0.918565034866333,,
234,,469,0.8883649110794067,,
235,,471,0.8555610179901123,,
236,,473,0.8723756074905396,,
237,,475,0.8589975833892822,,
238,,477,0.8745765686035156,,
239,,479,0.8707965016365051,,
240,,481,0.8811721801757812,,
241,,483,0.8816124200820923,,
242,,485,0.8868865370750427,,
243,,487,0.8721722364425659,,
244,,489,0.8861746191978455,,
245,,491,0.8635509014129639,,
246,,493,0.9005111455917358,,
247,,495,0.8712106943130493,,
248,,497,0.8953908681869507,,
249,,499,,0.8478316068649292,
249,1.2187879085540771,499,,,1.269779920578003
249,,499,0.8684157133102417,,
250,,501,0.8836321830749512,,
251,,503,0.8932095766067505,,
252,,505,0.8574910163879395,,
253,,507,0.8906006217002869,,
254,,509,0.8621876239776611,,
255,,511,0.8577768802642822,,
256,,513,0.9157541394233704,,
257,,515,0.8746313452720642,,
258,,517,0.8755767345428467,,
259,,519,0.8552975654602051,,
260,,521,0.8651976585388184,,
261,,523,0.8782559037208557,,
262,,525,0.8686788082122803,,
263,,527,0.87424635887146,,
264,,529,0.8975400328636169,,
265,,531,0.8849195837974548,,
266,,533,0.8580268621444702,,
267,,535,0.9044169187545776,,
268,,537,0.8735579252243042,,
269,,539,0.875006914138794,,
270,,541,0.8443683981895447,,
271,,543,0.8585326075553894,,
272,,545,0.9083889722824097,,
273,,547,0.8952061533927917,,
274,,549,,0.9099916815757751,
274,,549,0.8974088430404663,,
275,,551,0.9023681282997131,,
276,,553,0.8713891506195068,,
277,,555,0.8513727784156799,,
278,,557,0.8696428537368774,,
279,,559,0.8697777986526489,,
280,,561,0.8921841979026794,,
281,,563,0.8676429986953735,,
282,,565,0.8640398979187012,,
283,,567,0.8523796796798706,,
284,,569,0.906569242477417,,
285,,571,0.8656696677207947,,
286,,573,0.8628460168838501,,
287,,575,0.8503543734550476,,
288,,577,0.8649014234542847,,
289,,579,0.8587402105331421,,
290,,581,0.8637638092041016,,
291,,583,0.9055527448654175,,
292,,585,0.8918619155883789,,
293,,587,0.8580019474029541,,
294,,589,0.8602269291877747,,
295,,591,0.8942638039588928,,
296,,593,0.8663119077682495,,
297,,595,0.9130666255950928,,
298,,597,0.8690246343612671,,
299,,599,,0.9080264568328857,
299,1.0647804737091064,599,,,1.139723777770996
299,,599,0.9015216827392578,,
300,,601,0.8730365037918091,,
301,,603,0.8577715158462524,,
302,,605,0.8984295129776001,,
303,,607,0.8873844146728516,,
304,,609,0.8534582257270813,,
305,,611,0.8776665925979614,,
306,,613,0.8648885488510132,,
307,,615,0.8641420602798462,,
308,,617,0.9091489315032959,,
309,,619,0.8955422639846802,,
310,,621,0.8867913484573364,,
311,,623,0.9076815843582153,,
312,,625,0.8504599332809448,,
313,,627,0.8814014196395874,,
314,,629,0.887590229511261,,
315,,631,0.8767381906509399,,
316,,633,0.8687717914581299,,
317,,635,0.9034489393234253,,
318,,637,0.8805550336837769,,
319,,639,0.8899179697036743,,
320,,641,0.9012565612792969,,
321,,643,0.8492618799209595,,
322,,645,0.8502969741821289,,
323,,647,0.9034659266471863,,
324,,649,,0.8881622552871704,
324,,649,0.8835366368293762,,
325,,651,0.8597557544708252,,
326,,653,0.8744716644287109,,
327,,655,0.8690466284751892,,
