epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,1,1.4732251167297363,,
1,,3,1.4544386863708496,,
2,,5,1.4309194087982178,,
3,,7,1.4106595516204834,,
4,,9,1.391080379486084,,
5,,11,1.3361387252807617,,
6,,13,1.2803890705108643,,
7,,15,1.280113935470581,,
8,,17,1.291919469833374,,
9,,19,1.2590229511260986,,
10,,21,1.3024154901504517,,
11,,23,1.2134740352630615,,
12,,25,1.2128708362579346,,
13,,27,1.2108181715011597,,
14,,29,1.2260451316833496,,
15,,31,1.2291173934936523,,
16,,33,1.1811158657073975,,
17,,35,1.2504491806030273,,
18,,37,1.2247593402862549,,
19,,39,1.2593967914581299,,
20,,41,1.2171227931976318,,
21,,43,1.2183010578155518,,
22,,45,1.1984748840332031,,
23,,47,1.2673606872558594,,
24,,49,,1.2135090827941895,
24,,49,1.21654212474823,,
25,,51,1.2109909057617188,,
26,,53,1.2146711349487305,,
27,,55,1.2876935005187988,,
28,,57,1.172130823135376,,
29,,59,1.278037190437317,,
30,,61,1.2338861227035522,,
31,,63,1.2400715351104736,,
32,,65,1.2395740747451782,,
33,,67,1.24620521068573,,
34,,69,1.260119080543518,,
35,,71,1.1584179401397705,,
36,,73,1.2374951839447021,,
37,,75,1.1487071514129639,,
38,,77,1.1635870933532715,,
39,,79,1.1588302850723267,,
40,,81,1.1902941465377808,,
41,,83,1.1687837839126587,,
42,,85,1.168553113937378,,
43,,87,1.1739200353622437,,
44,,89,1.2216860055923462,,
45,,91,1.1810142993927002,,
46,,93,1.2266924381256104,,
47,,95,1.1199889183044434,,
48,,97,1.2219330072402954,,
49,,99,,1.080445408821106,
49,1.370157241821289,99,,,1.4732688665390015
49,,99,1.1423282623291016,,
50,,101,1.178588628768921,,
51,,103,1.1903674602508545,,
52,,105,1.146783471107483,,
53,,107,1.150209665298462,,
54,,109,1.2443556785583496,,
55,,111,1.18649423122406,,
56,,113,1.1606358289718628,,
57,,115,1.1495375633239746,,
58,,117,1.2252439260482788,,
59,,119,1.163593053817749,,
60,,121,1.153961181640625,,
61,,123,1.1891956329345703,,
62,,125,1.1332294940948486,,
63,,127,1.2118892669677734,,
64,,129,1.130460262298584,,
65,,131,1.1698789596557617,,
66,,133,1.171264410018921,,
67,,135,1.1847918033599854,,
