unique_id,ds,cutoff,y,LightGBM,fit_time_seconds
72,2023-01-28 00:00:00,2023-01-27 15:00:00,5.429871e-09,7.577507747751302e-09,370.8677318096161
72,2023-01-28 03:00:00,2023-01-27 15:00:00,7.904948e-09,9.779381431059302e-09,370.8677318096161
72,2023-01-28 06:00:00,2023-01-27 15:00:00,1.02696e-08,1.0793892657777389e-08,370.8677318096161
72,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0628014e-08,1.1586544079538994e-08,370.8677318096161
72,2023-01-28 12:00:00,2023-01-27 15:00:00,1.077462e-08,6.602206590749105e-09,370.8677318096161
72,2023-01-28 15:00:00,2023-01-27 15:00:00,6.403827e-09,4.628864834238197e-09,370.8677318096161
73,2023-01-27 18:00:00,2023-01-27 15:00:00,5.0474114e-10,6.255133594729928e-10,370.8677318096161
73,2023-01-27 21:00:00,2023-01-27 15:00:00,3.2077576e-09,2.0402267755312405e-09,370.8677318096161
73,2023-01-28 00:00:00,2023-01-27 15:00:00,6.6277592e-09,7.400916247404012e-09,370.8677318096161
73,2023-01-28 03:00:00,2023-01-27 15:00:00,1.03351105e-08,9.522616946259946e-09,370.8677318096161
73,2023-01-28 06:00:00,2023-01-27 15:00:00,1.2762166e-08,1.054916122342638e-08,370.8677318096161
73,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0429268e-08,1.13958906293888e-08,370.8677318096161
73,2023-01-28 12:00:00,2023-01-27 15:00:00,1.2859914e-08,7.642673081473964e-09,370.8677318096161
73,2023-01-28 15:00:00,2023-01-27 15:00:00,8.042527e-09,6.088243778870017e-09,370.8677318096161
74,2023-01-27 18:00:00,2023-01-27 15:00:00,2.867063e-09,2.1301560415094786e-09,370.8677318096161
74,2023-01-27 21:00:00,2023-01-27 15:00:00,5.895547e-09,3.347349713889404e-09,370.8677318096161
74,2023-01-28 00:00:00,2023-01-27 15:00:00,7.511806e-09,7.3676276189679824e-09,370.8677318096161
74,2023-01-28 03:00:00,2023-01-27 15:00:00,9.856908e-09,8.95239071327785e-09,370.8677318096161
74,2023-01-28 06:00:00,2023-01-27 15:00:00,9.227529e-09,9.268764375030833e-09,370.8677318096161
74,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0069648e-08,9.765997671261197e-09,370.8677318096161
74,2023-01-28 12:00:00,2023-01-27 15:00:00,1.7430338e-08,8.880038748118784e-09,370.8677318096161
74,2023-01-28 15:00:00,2023-01-27 15:00:00,1.2493825e-08,7.62712145106185e-09,370.8677318096161
75,2023-01-27 18:00:00,2023-01-27 15:00:00,3.578826e-11,-4.457780655002058e-11,370.8677318096161
75,2023-01-27 21:00:00,2023-01-27 15:00:00,7.0475714e-10,3.1392100611350656e-10,370.8677318096161
75,2023-01-28 00:00:00,2023-01-27 15:00:00,7.61942e-09,7.630174440292231e-09,370.8677318096161
75,2023-01-28 03:00:00,2023-01-27 15:00:00,8.948589e-09,9.264384867096813e-09,370.8677318096161
75,2023-01-28 06:00:00,2023-01-27 15:00:00,9.673622e-09,9.649228956689168e-09,370.8677318096161
75,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0072981e-08,9.752502951858843e-09,370.8677318096161
75,2023-01-28 12:00:00,2023-01-27 15:00:00,2.176754e-08,8.354344681360065e-09,370.8677318096161
75,2023-01-28 15:00:00,2023-01-27 15:00:00,1.417607e-08,6.070238185944989e-09,370.8677318096161
76,2023-01-27 18:00:00,2023-01-27 15:00:00,4.920224e-10,-3.61562022489432e-11,370.8677318096161
76,2023-01-27 21:00:00,2023-01-27 15:00:00,1.8854163e-09,3.2078266802916015e-10,370.8677318096161
76,2023-01-28 00:00:00,2023-01-27 15:00:00,8.102475e-09,7.656900290118945e-09,370.8677318096161
76,2023-01-28 03:00:00,2023-01-27 15:00:00,9.601841e-09,9.432450217919474e-09,370.8677318096161
76,2023-01-28 06:00:00,2023-01-27 15:00:00,1.0161498e-08,9.965762833164462e-09,370.8677318096161
76,2023-01-28 09:00:00,2023-01-27 15:00:00,9.758615e-09,1.0346136707191079e-08,370.8677318096161
76,2023-01-28 12:00:00,2023-01-27 15:00:00,2.4034428e-08,8.614668932278571e-09,370.8677318096161
76,2023-01-28 15:00:00,2023-01-27 15:00:00,1.5273415e-08,6.0010474909634725e-09,370.8677318096161
77,2023-01-27 18:00:00,2023-01-27 15:00:00,8.224852e-10,4.949588811256569e-10,370.8677318096161
77,2023-01-27 21:00:00,2023-01-27 15:00:00,2.3124667e-09,1.312032703271609e-09,370.8677318096161
77,2023-01-28 00:00:00,2023-01-27 15:00:00,7.463237e-09,6.885749299038159e-09,370.8677318096161
77,2023-01-28 03:00:00,2023-01-27 15:00:00,9.70169e-09,8.751634271831157e-09,370.8677318096161
77,2023-01-28 06:00:00,2023-01-27 15:00:00,1.00568425e-08,9.401584861043683e-09,370.8677318096161
77,2023-01-28 09:00:00,2023-01-27 15:00:00,8.37376e-09,9.640552089939048e-09,370.8677318096161
77,2023-01-28 12:00:00,2023-01-27 15:00:00,2.2663755e-08,8.094906134762628e-09,370.8677318096161
77,2023-01-28 15:00:00,2023-01-27 15:00:00,1.4396168e-08,6.048018511621668e-09,370.8677318096161
78,2023-01-27 18:00:00,2023-01-27 15:00:00,1.1601529e-09,8.313484862822789e-10,370.8677318096161
78,2023-01-27 21:00:00,2023-01-27 15:00:00,2.0007107e-09,1.8485853747314782e-09,370.8677318096161
78,2023-01-28 00:00:00,2023-01-27 15:00:00,7.524427e-09,7.002204275652657e-09,370.8677318096161
78,2023-01-28 03:00:00,2023-01-27 15:00:00,1.1567661e-08,8.825727920330341e-09,370.8677318096161
78,2023-01-28 06:00:00,2023-01-27 15:00:00,1.0912844e-08,9.524301838070417e-09,370.8677318096161
78,2023-01-28 09:00:00,2023-01-27 15:00:00,8.662255e-09,9.835582995634404e-09,370.8677318096161
78,2023-01-28 12:00:00,2023-01-27 15:00:00,1.8276417e-08,5.9620087196516865e-09,370.8677318096161
78,2023-01-28 15:00:00,2023-01-27 15:00:00,1.3612556e-08,4.533185506682095e-09,370.8677318096161
79,2023-01-27 18:00:00,2023-01-27 15:00:00,6.803713e-10,6.531562532844829e-10,370.8677318096161
79,2023-01-27 21:00:00,2023-01-27 15:00:00,1.4729977e-09,1.7016777753327729e-09,370.8677318096161
79,2023-01-28 00:00:00,2023-01-27 15:00:00,7.3641853e-09,7.008678691017988e-09,370.8677318096161
79,2023-01-28 03:00:00,2023-01-27 15:00:00,1.0825072e-08,8.741273072730601e-09,370.8677318096161
79,2023-01-28 06:00:00,2023-01-27 15:00:00,9.285779e-09,9.439178748768559e-09,370.8677318096161
79,2023-01-28 09:00:00,2023-01-27 15:00:00,9.555173e-09,9.834337960888906e-09,370.8677318096161
79,2023-01-28 12:00:00,2023-01-27 15:00:00,1.4714928e-08,4.8726323153833536e-09,370.8677318096161
79,2023-01-28 15:00:00,2023-01-27 15:00:00,1.2150675e-08,3.874189124003378e-09,370.8677318096161
80,2023-01-27 18:00:00,2023-01-27 15:00:00,2.9544367e-11,9.412765966798045e-11,370.8677318096161
80,2023-01-27 21:00:00,2023-01-27 15:00:00,6.187335e-10,1.2785771902936614e-09,370.8677318096161
80,2023-01-28 00:00:00,2023-01-27 15:00:00,6.01776e-09,7.008156027987086e-09,370.8677318096161
80,2023-01-28 03:00:00,2023-01-27 15:00:00,6.9059136e-09,8.537917215630256e-09,370.8677318096161
80,2023-01-28 06:00:00,2023-01-27 15:00:00,7.1942328e-09,9.119839119938954e-09,370.8677318096161
80,2023-01-28 09:00:00,2023-01-27 15:00:00,9.267318e-09,9.465252576368307e-09,370.8677318096161
80,2023-01-28 12:00:00,2023-01-27 15:00:00,1.2055921e-08,4.5321937358780965e-09,370.8677318096161
80,2023-01-28 15:00:00,2023-01-27 15:00:00,1.033527e-08,3.56448141627981e-09,370.8677318096161
81,2023-01-27 18:00:00,2023-01-27 15:00:00,7.56728e-13,3.566116829055e-10,370.8677318096161
81,2023-01-27 21:00:00,2023-01-27 15:00:00,1.0613874e-09,1.8170197231689632e-09,370.8677318096161
81,2023-01-28 00:00:00,2023-01-27 15:00:00,4.900334e-09,7.169406802356508e-09,370.8677318096161
81,2023-01-28 03:00:00,2023-01-27 15:00:00,6.829065e-09,9.155160149431559e-09,370.8677318096161
81,2023-01-28 06:00:00,2023-01-27 15:00:00,8.6442515e-09,9.828264776107975e-09,370.8677318096161
81,2023-01-28 09:00:00,2023-01-27 15:00:00,9.37677e-09,1.0745009067479537e-08,370.8677318096161
81,2023-01-28 12:00:00,2023-01-27 15:00:00,1.10200915e-08,6.219978900538772e-09,370.8677318096161
81,2023-01-28 15:00:00,2023-01-27 15:00:00,9.180688e-09,4.1119473415643555e-09,370.8677318096161
87,2023-01-27 18:00:00,2023-01-27 15:00:00,6.1756644e-10,-3.079401206285689e-11,370.8677318096161
87,2023-01-27 21:00:00,2023-01-27 15:00:00,2.2240538e-09,3.026606431545215e-10,370.8677318096161
87,2023-01-28 00:00:00,2023-01-27 15:00:00,6.5936248e-09,7.41152913172258e-09,370.8677318096161
87,2023-01-28 03:00:00,2023-01-27 15:00:00,7.894311e-09,9.15456283103365e-09,370.8677318096161
87,2023-01-28 06:00:00,2023-01-27 15:00:00,8.581766e-09,9.536703312561324e-09,370.8677318096161
87,2023-01-28 09:00:00,2023-01-27 15:00:00,8.89078e-09,9.76719806700182e-09,370.8677318096161
87,2023-01-28 12:00:00,2023-01-27 15:00:00,2.1985393e-08,7.985693060605696e-09,370.8677318096161
87,2023-01-28 15:00:00,2023-01-27 15:00:00,1.2537043e-08,5.3385383772712654e-09,370.8677318096161
88,2023-01-27 18:00:00,2023-01-27 15:00:00,1.5061943e-09,5.582904703997188e-10,370.8677318096161
88,2023-01-27 21:00:00,2023-01-27 15:00:00,2.864713e-09,1.4335527418889419e-09,370.8677318096161
88,2023-01-28 00:00:00,2023-01-27 15:00:00,7.1152146e-09,7.476285228177653e-09,370.8677318096161
88,2023-01-28 03:00:00,2023-01-27 15:00:00,9.170023e-09,9.838514522037022e-09,370.8677318096161
88,2023-01-28 06:00:00,2023-01-27 15:00:00,9.643964e-09,1.0812332827811468e-08,370.8677318096161
88,2023-01-28 09:00:00,2023-01-27 15:00:00,9.557645e-09,1.1229513499922673e-08,370.8677318096161
88,2023-01-28 12:00:00,2023-01-27 15:00:00,2.4179165e-08,7.461162473239283e-09,370.8677318096161
88,2023-01-28 15:00:00,2023-01-27 15:00:00,1.39230885e-08,5.4880934347130605e-09,370.8677318096161
89,2023-01-27 18:00:00,2023-01-27 15:00:00,1.8018707e-09,9.566924301556175e-10,370.8677318096161
89,2023-01-27 21:00:00,2023-01-27 15:00:00,2.699295e-09,2.052609797674889e-09,370.8677318096161
89,2023-01-28 00:00:00,2023-01-27 15:00:00,7.2086404e-09,7.930936614565451e-09,370.8677318096161
89,2023-01-28 03:00:00,2023-01-27 15:00:00,1.0994132e-08,1.0503954593106953e-08,370.8677318096161
89,2023-01-28 06:00:00,2023-01-27 15:00:00,1.077497e-08,1.1324382646841022e-08,370.8677318096161
89,2023-01-28 09:00:00,2023-01-27 15:00:00,9.881084e-09,1.1841737292625447e-08,370.8677318096161
89,2023-01-28 12:00:00,2023-01-27 15:00:00,2.0884016e-08,7.03747900391086e-09,370.8677318096161
89,2023-01-28 15:00:00,2023-01-27 15:00:00,1.4105954e-08,5.223596965731667e-09,370.8677318096161
90,2023-01-27 18:00:00,2023-01-27 15:00:00,7.6807893e-10,6.46402126259003e-10,370.8677318096161
90,2023-01-27 21:00:00,2023-01-27 15:00:00,2.1067894e-09,1.8774837015711303e-09,370.8677318096161
90,2023-01-28 00:00:00,2023-01-27 15:00:00,7.821686e-09,8.209471215892066e-09,370.8677318096161
90,2023-01-28 03:00:00,2023-01-27 15:00:00,1.2760989e-08,1.061825317165439e-08,370.8677318096161
90,2023-01-28 06:00:00,2023-01-27 15:00:00,1.10031255e-08,1.1352226190875303e-08,370.8677318096161
90,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0526435e-08,1.1733659205534884e-08,370.8677318096161
90,2023-01-28 12:00:00,2023-01-27 15:00:00,1.840396e-08,6.222058866214146e-09,370.8677318096161
90,2023-01-28 15:00:00,2023-01-27 15:00:00,1.4264895e-08,4.467272067872512e-09,370.8677318096161
91,2023-01-27 18:00:00,2023-01-27 15:00:00,1.1411494e-10,2.713164472927954e-10,370.8677318096161
91,2023-01-27 21:00:00,2023-01-27 15:00:00,8.962342e-10,1.8146671356727314e-09,370.8677318096161
91,2023-01-28 00:00:00,2023-01-27 15:00:00,6.4002434e-09,7.802496316325894e-09,370.8677318096161
91,2023-01-28 03:00:00,2023-01-27 15:00:00,8.57117e-09,9.730956037598602e-09,370.8677318096161
91,2023-01-28 06:00:00,2023-01-27 15:00:00,8.445179e-09,1.0409517202949258e-08,370.8677318096161
91,2023-01-28 09:00:00,2023-01-27 15:00:00,1.01702184e-08,1.0795897178367154e-08,370.8677318096161
91,2023-01-28 12:00:00,2023-01-27 15:00:00,1.5929096e-08,5.350750696645753e-09,370.8677318096161
91,2023-01-28 15:00:00,2023-01-27 15:00:00,1.2353567e-08,3.622256391997303e-09,370.8677318096161
92,2023-01-27 18:00:00,2023-01-27 15:00:00,0.0,3.9738845237088894e-10,370.8677318096161
92,2023-01-27 21:00:00,2023-01-27 15:00:00,2.435847e-10,2.001231555408703e-09,370.8677318096161
92,2023-01-28 00:00:00,2023-01-27 15:00:00,4.817703e-09,7.344388972335383e-09,370.8677318096161
92,2023-01-28 03:00:00,2023-01-27 15:00:00,6.0419327e-09,9.293569268895394e-09,370.8677318096161
92,2023-01-28 06:00:00,2023-01-27 15:00:00,8.7578e-09,9.87521550727457e-09,370.8677318096161
92,2023-01-28 09:00:00,2023-01-27 15:00:00,1.0840786e-08,1.0311613119801106e-08,370.8677318096161
92,2023-01-28 12:00:00,2023-01-27 15:00:00,1.5429329e-08,6.026142428054482e-09,370.8677318096161
92,2023-01-28 15:00:00,2023-01-27 15:00:00,1.15777965e-08,4.446474013522505e-09,370.8677318096161
102,2023-01-27 18:00:00,2023-01-27 15:00:00,1.0177175e-09,3.1124890357496123e-10,370.8677318096161
102,2023-01-27 21:00:00,2023-01-27 15:00:00,2.0042172e-09,1.1450166114398458e-09,370.8677318096161
102,2023-01-28 00:00:00,2023-01-27 15:00:00,5.427507e-09,6.993006944352715e-09,370.8677318096161
102,2023-01-28 03:00:00,2023-01-27 15:00:00,7.2548896e-09,8.88461104491327e-09,370.8677318096161
102,2023-01-28 06:00:00,2023-01-27 15:00:00,8.018036e-09,9.52392030395589e-09,370.8677318096161
102,2023-01-28 09:00:00,2023-01-27 15:00:00,8.934244e-09,9.972838966607936e-09,370.8677318096161
102,2023-01-28 12:00:00,2023-01-27 15:00:00,1.7984767e-08,6.74369864146899e-09,370.8677318096161
102,2023-01-28 15:00:00,2023-01-27 15:00:00,9.797546e-09,5.3302219826612215e-09,370.8677318096161
