pollutant,horizon,unique_id,model,MAE,ranking,unique_id.1,latitude,longitude,code_state,abbrev_state,name_state,code_region,name_region
no2,14days,65,LSTM,1.497081106062488e-09,6.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,Theta,1.6409829033813774e-09,7.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,Arima,1.7560940986269378e-09,8.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,SeasonalNaive-8,1.7560940986269378e-09,8.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,SeasonalNaive-56,1.9372687938698947e-09,10.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,XGBoost,2.5991313730415013e-09,11.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,RandomForest,2.5991478864254953e-09,12.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,Informer,2.72935935353139e-09,13.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,Naive,3.1944506891092272e-09,14.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,65,ETS,4.576574144133421e-09,15.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,66,GRU,6.650855999860292e-10,1.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,NBEATS-G,6.658253087909196e-10,2.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,NBEATS-I,6.665944120062696e-10,3.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,NHITS,6.721396061093159e-10,4.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,LSTM,6.878090273986752e-10,5.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,LightGBM,6.952043650035015e-10,6.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,Arima,8.648375668091071e-10,7.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,SeasonalNaive-8,8.648375668091071e-10,7.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,SeasonalNaive-56,8.871853287707772e-10,9.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,Theta,8.942614515462975e-10,10.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,Informer,1.0655239191790412e-09,11.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,RandomForest,1.2759442029282416e-09,12.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,XGBoost,1.2759992289941664e-09,13.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,Naive,1.3736298377647597e-09,14.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,66,ETS,0.00021579795791244513,15.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,67,NBEATS-I,7.35691592126897e-10,1.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,NBEATS-G,7.381754452442127e-10,2.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,NHITS,7.416702444084373e-10,3.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,GRU,7.480129255163572e-10,4.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,LSTM,7.616161563518065e-10,5.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,LightGBM,8.18690090469549e-10,6.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,Theta,9.307433717092055e-10,7.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,Arima,9.38118619053353e-10,8.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,SeasonalNaive-8,9.38118619053353e-10,8.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,SeasonalNaive-56,9.707064196520105e-10,10.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,Informer,1.2034055471376314e-09,11.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,RandomForest,1.3626343780794311e-09,12.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,XGBoost,1.3626773979043947e-09,13.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,Naive,1.6045918466179194e-09,14.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,67,ETS,2.0731837235203637e-09,15.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,68,NBEATS-I,6.228418191701252e-10,1.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,NBEATS-G,6.263569199338964e-10,2.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,NHITS,6.299030599028545e-10,3.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,GRU,6.392093110644259e-10,4.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,LSTM,6.52391719021224e-10,5.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,LightGBM,7.013458354367713e-10,6.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,Theta,7.65037338244837e-10,7.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,Arima,7.686241800382184e-10,8.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,SeasonalNaive-8,7.686241800382184e-10,8.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,SeasonalNaive-56,8.102292820154757e-10,10.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,Informer,1.1067655680404267e-09,11.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,RandomForest,1.3082854306972313e-09,12.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,XGBoost,1.3083354412517085e-09,13.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,Naive,1.3940606765366311e-09,14.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,68,ETS,1.8051175169798076e-09,15.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,69,NBEATS-I,5.630167144560494e-10,1.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,NBEATS-G,5.679242922183009e-10,2.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,NHITS,5.714789322310776e-10,3.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,GRU,5.797542861395706e-10,4.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,LSTM,5.973425178024126e-10,5.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,LightGBM,6.636256747405788e-10,6.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,Theta,6.987449033955865e-10,7.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,Arima,7.251832871678212e-10,8.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,SeasonalNaive-8,7.251832871678212e-10,8.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,SeasonalNaive-56,7.578381955339658e-10,10.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,Informer,1.0617590890481508e-09,11.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,Naive,1.274732793346379e-09,12.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,RandomForest,1.2918886888080068e-09,13.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,XGBoost,1.2919436929374198e-09,14.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,69,ETS,1.371899209663854e-09,15.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,70,NBEATS-I,6.084376574421633e-10,1.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,NBEATS-G,6.130382773220704e-10,2.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,NHITS,6.135117653706551e-10,3.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,GRU,6.352833509012255e-10,4.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,LSTM,6.530903238290684e-10,5.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,LightGBM,6.965229710127521e-10,6.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,SeasonalNaive-56,8.019508241785923e-10,7.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,Arima,8.874305253695719e-10,8.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,SeasonalNaive-8,8.874305253695719e-10,8.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,Theta,8.899715009698943e-10,10.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,Informer,1.1410073476698495e-09,11.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,ETS,1.2335147330642515e-09,12.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,RandomForest,1.361884365721817e-09,13.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,XGBoost,1.361938225237325e-09,14.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,70,Naive,1.524907504633977e-09,15.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,71,NBEATS-I,7.730862077452304e-10,1.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,NBEATS-G,7.77857718666653e-10,2.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,NHITS,7.825529679327575e-10,3.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,GRU,8.091890518625553e-10,4.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,LSTM,8.243448583456054e-10,5.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,LightGBM,8.743602240139599e-10,6.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,SeasonalNaive-56,1.0138301322319152e-09,7.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,Arima,1.150364237463905e-09,8.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,SeasonalNaive-8,1.150364237463905e-09,8.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,Theta,1.1694828499440357e-09,10.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,Informer,1.3889773722243017e-09,11.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,RandomForest,1.5051473017434323e-09,12.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,XGBoost,1.5051828326026197e-09,13.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,Naive,1.9389135768539423e-09,14.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,71,ETS,2.4160501915125105e-09,15.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,72,NBEATS-I,9.249375038506833e-10,1.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,NBEATS-G,9.2906249151781e-10,2.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,NHITS,9.405273754652772e-10,3.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,GRU,9.933415629720169e-10,4.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,LSTM,9.984437968573708e-10,5.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,LightGBM,1.0547938552467277e-09,6.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,SeasonalNaive-56,1.1967564602399211e-09,7.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,Theta,1.21380119324816e-09,8.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,Arima,1.2537186402788831e-09,9.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,SeasonalNaive-8,1.2537186402788831e-09,9.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,Informer,1.7367074057370721e-09,11.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,RandomForest,1.7510015475131902e-09,12.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,XGBoost,1.7510162226484377e-09,13.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,Naive,2.446304612563176e-09,14.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,72,ETS,3.371473599325485e-09,15.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,14days,73,NBEATS-I,1.0921008729170021e-09,1.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,NBEATS-G,1.0971707981897846e-09,2.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,NHITS,1.1105754172516454e-09,3.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,GRU,1.1602952044530436e-09,4.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,LSTM,1.1969647169991657e-09,5.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,LightGBM,1.212009368994783e-09,6.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,Theta,1.3738805251189388e-09,7.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,Arima,1.4679552152541683e-09,8.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,SeasonalNaive-8,1.4679552152541683e-09,8.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,SeasonalNaive-56,1.5124996227305504e-09,10.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,RandomForest,2.0532241818757653e-09,11.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,XGBoost,2.0532242636032625e-09,12.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,Informer,2.10401898657213e-09,13.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,Naive,2.660093874126409e-09,14.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,73,ETS,3.6098552911316477e-09,15.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,14days,74,NHITS,8.441642589529903e-10,1.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,NBEATS-I,8.44889445817997e-10,2.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,NBEATS-G,8.481056773530656e-10,3.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,GRU,8.811643524609636e-10,4.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,LSTM,8.943477333239925e-10,5.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,LightGBM,9.318617364226072e-10,6.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,Theta,1.0677421427450333e-09,7.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,Arima,1.1272517071578452e-09,8.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,SeasonalNaive-8,1.1272517071578452e-09,8.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,SeasonalNaive-56,1.2138777735895136e-09,10.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,Informer,1.397228172739318e-09,11.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,RandomForest,1.502658903039416e-09,12.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,XGBoost,1.5026915469095724e-09,13.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,Naive,1.7179234469666915e-09,14.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,74,ETS,1.7241285433137282e-09,15.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,LightGBM,7.893460664126524e-10,1.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,GRU,7.930529750227339e-10,2.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,NBEATS-G,8.18768613632493e-10,3.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,LSTM,8.188467264232605e-10,4.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,NBEATS-I,8.217943544110737e-10,5.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,NHITS,8.308182021990343e-10,6.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,Arima,1.0305219655338938e-09,7.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,SeasonalNaive-8,1.0305219655338938e-09,7.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,Theta,1.0418255318556145e-09,9.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,SeasonalNaive-56,1.069825617784737e-09,10.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,Informer,1.1551932509064508e-09,11.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,RandomForest,1.375216721752743e-09,12.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,XGBoost,1.375274305021802e-09,13.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,Naive,1.5437126347641585e-09,14.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,75,ETS,0.0001697500097550219,15.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,14days,76,GRU,7.933035989372802e-10,1.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,NBEATS-I,7.959061565236058e-10,2.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,NBEATS-G,7.986981022015157e-10,3.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,NHITS,8.0121679654314e-10,4.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,LSTM,8.193217734740883e-10,5.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,LightGBM,8.741892983805414e-10,6.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,Arima,1.0999437994816653e-09,7.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,SeasonalNaive-8,1.0999437994816653e-09,7.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,SeasonalNaive-56,1.1256155416139343e-09,9.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,Theta,1.1439523225885721e-09,10.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,Informer,1.320318961635458e-09,11.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,RandomForest,1.409302869168779e-09,12.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,XGBoost,1.409335355400813e-09,13.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,Naive,1.6978704000968219e-09,14.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,76,ETS,2.2376171846105193e-09,15.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,14days,77,NBEATS-I,7.989616280119948e-10,1.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,NBEATS-G,8.063412702579345e-10,2.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,NHITS,8.134561737395172e-10,3.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,GRU,8.292501766154767e-10,4.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,LSTM,8.498963374093932e-10,5.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,LightGBM,8.876677030584405e-10,6.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,Arima,1.075339733409625e-09,7.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,SeasonalNaive-8,1.075339733409625e-09,7.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,SeasonalNaive-56,1.097918567651585e-09,9.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,Theta,1.1020208158387439e-09,10.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,Informer,1.3973389162052595e-09,11.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,RandomForest,1.4695582299502929e-09,12.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,XGBoost,1.4695869550441246e-09,13.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,Naive,1.7422306890662048e-09,14.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,77,ETS,2.01725824707884e-09,15.0,77,-24.25,-52.75,41.0,PR,Paraná,4.0,Sul
no2,14days,78,NBEATS-I,8.305647133611109e-10,1.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,NBEATS-G,8.319059390535396e-10,2.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,NHITS,8.370410726437636e-10,3.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,GRU,8.660318206475258e-10,4.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,LSTM,8.860030314984888e-10,5.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,LightGBM,9.014476407006785e-10,6.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,SeasonalNaive-56,1.1075189360973972e-09,7.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,Arima,1.1618391595598142e-09,8.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,SeasonalNaive-8,1.1618391595598142e-09,8.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,Theta,1.2533893205502865e-09,10.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,Informer,1.4907016388073142e-09,11.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,RandomForest,1.5556649012709451e-09,12.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,XGBoost,1.5556896228178584e-09,13.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,Naive,1.8600899132004736e-09,14.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,78,ETS,2.0647607239014798e-09,15.0,78,-24.25,-52.0,41.0,PR,Paraná,4.0,Sul
no2,14days,79,NBEATS-I,7.769934937609042e-10,1.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,NHITS,7.853909321248206e-10,2.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,NBEATS-G,7.861002711700625e-10,3.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,GRU,8.277144750937608e-10,4.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,LSTM,8.481579624250177e-10,5.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,LightGBM,8.658714543309752e-10,6.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,SeasonalNaive-56,1.0265357844204388e-09,7.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,Arima,1.1183737679011762e-09,8.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,SeasonalNaive-8,1.1183737679011762e-09,8.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,Theta,1.1675210538039243e-09,10.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,Informer,1.4452808503276802e-09,11.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,RandomForest,1.532415204061638e-09,12.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,XGBoost,1.5324427358235371e-09,13.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,Naive,1.8549721696199248e-09,14.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,79,ETS,2.2689323367041096e-09,15.0,79,-24.25,-51.25,41.0,PR,Paraná,4.0,Sul
no2,14days,80,NBEATS-I,7.661345571334447e-10,1.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,80,NBEATS-G,7.701695249477079e-10,2.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,80,NHITS,7.703361729773937e-10,3.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,80,GRU,8.068585425361871e-10,4.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,80,LSTM,8.17057683080328e-10,5.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
no2,14days,80,LightGBM,8.784345050430452e-10,6.0,80,-24.25,-50.5,41.0,PR,Paraná,4.0,Sul
