pollutant,horizon,unique_id,model,MAE,ranking,unique_id.1,latitude,longitude,code_state,abbrev_state,name_state,code_region,name_region
no2,7days,61,GRU,5.609352855457039e-10,4.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,LightGBM,5.860080292161044e-10,5.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,LSTM,6.076172457325838e-10,6.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,Theta,6.64066453606264e-10,7.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,Arima,7.199923813217949e-10,8.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,SeasonalNaive-8,7.199923813217949e-10,8.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,SeasonalNaive-56,7.976274575865497e-10,10.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,Informer,9.444522553092115e-10,11.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,Naive,1.3003328077416227e-09,12.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,XGBoost,1.3143304336686252e-09,13.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,RandomForest,1.3145496070010684e-09,14.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,61,ETS,0.0007674362654567086,15.0,61,-25.75,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,62,NBEATS-G,4.945967077740563e-10,1.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,NBEATS-I,4.98913263855133e-10,2.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,NHITS,5.008356873680262e-10,3.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,GRU,5.307451245129997e-10,4.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,LightGBM,5.597061949900662e-10,5.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,LSTM,5.776668904937607e-10,6.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,Theta,5.944471603228624e-10,7.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,ETS,6.118876384150768e-10,8.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,Arima,6.74270799416479e-10,9.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,SeasonalNaive-8,6.74270799416479e-10,9.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,SeasonalNaive-56,7.686026442373258e-10,11.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,Informer,9.247538117357809e-10,12.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,Naive,1.2076661269312401e-09,13.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,XGBoost,1.281545682562979e-09,14.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,62,RandomForest,1.2817802356528486e-09,15.0,62,-25.75,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,63,NBEATS-G,7.144894315195449e-10,1.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,NBEATS-I,7.209301220332063e-10,2.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,NHITS,7.2163621928749e-10,3.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,LightGBM,7.728067398770518e-10,4.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,GRU,7.856396642355993e-10,5.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,Theta,8.159821973928513e-10,6.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,LSTM,8.289954012877534e-10,7.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,Arima,9.47191522840689e-10,8.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,SeasonalNaive-8,9.47191522840689e-10,8.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,ETS,1.0477488739534175e-09,10.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,SeasonalNaive-56,1.130134686771322e-09,11.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,Informer,1.2216761690483673e-09,12.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,XGBoost,1.3901202806626672e-09,13.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,RandomForest,1.3902448357785505e-09,14.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,63,Naive,1.6662059498105617e-09,15.0,63,-25.75,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,64,NHITS,1.2531125700546738e-09,1.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,NBEATS-G,1.2618545613766136e-09,2.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,NBEATS-I,1.2758888397253089e-09,3.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,LightGBM,1.2817723170543557e-09,4.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,GRU,1.3768925600269287e-09,5.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,LSTM,1.4240125577558865e-09,6.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,Theta,1.565770364072667e-09,7.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,Arima,1.7232341239097757e-09,8.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,SeasonalNaive-8,1.7232341239097757e-09,8.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,SeasonalNaive-56,2.0089856901973915e-09,10.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,Informer,2.374986109543663e-09,11.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,RandomForest,2.5157187088611513e-09,12.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,XGBoost,2.5157847672638202e-09,13.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,Naive,3.115119840699528e-09,14.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,64,ETS,3.2936861906679333e-09,15.0,64,-25.75,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,65,NHITS,1.2605990981668301e-09,1.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,NBEATS-I,1.2830011653454066e-09,2.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,NBEATS-G,1.2888965351529198e-09,3.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,GRU,1.3201100288080491e-09,4.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,LightGBM,1.3325464019840357e-09,5.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,LSTM,1.351052038783742e-09,6.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,Theta,1.5919283389242596e-09,7.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,Arima,1.7108098692097611e-09,8.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,SeasonalNaive-8,1.7108098692097611e-09,8.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,SeasonalNaive-56,1.9865070682357036e-09,10.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,Informer,2.3460518421965915e-09,11.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,RandomForest,2.5036537371011346e-09,12.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,XGBoost,2.5037069645372155e-09,13.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,ETS,2.743319705967692e-09,14.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,65,Naive,3.09904247094503e-09,15.0,65,-25.75,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,66,NBEATS-I,5.761266917816614e-10,1.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,NHITS,5.842607398706976e-10,2.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,NBEATS-G,5.845201395089131e-10,3.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,GRU,6.053880302954913e-10,4.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,LSTM,6.265456826188814e-10,5.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,LightGBM,6.413773429630965e-10,6.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,Arima,7.481039341393534e-10,7.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,SeasonalNaive-8,7.481039341393534e-10,7.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,Theta,7.565222691071917e-10,9.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,SeasonalNaive-56,8.578828787419294e-10,10.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,Informer,9.977663809386243e-10,11.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,ETS,1.0985317859990933e-09,12.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,XGBoost,1.2493358959704342e-09,13.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,RandomForest,1.2495321782191036e-09,14.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,66,Naive,1.3382602350968852e-09,15.0,66,-25.0,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,67,NBEATS-G,6.560689636793126e-10,1.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,NBEATS-I,6.602957661792047e-10,2.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,NHITS,6.655788455561487e-10,3.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,GRU,6.91335664986229e-10,4.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,LSTM,7.186336629040915e-10,5.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,LightGBM,7.297081345905465e-10,6.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,Theta,8.42118654265038e-10,7.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,Arima,8.753817447978133e-10,8.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,SeasonalNaive-8,8.753817447978133e-10,8.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,SeasonalNaive-56,1.0247980481271153e-09,10.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,Informer,1.1518574440823456e-09,11.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,XGBoost,1.3237970951255905e-09,12.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,RandomForest,1.3239481141419444e-09,13.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,ETS,1.3489445805599442e-09,14.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,67,Naive,1.5188727913528053e-09,15.0,67,-25.0,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,68,NBEATS-G,5.96059576018593e-10,1.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,NHITS,5.97175762769146e-10,2.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,NBEATS-I,6.009366966455174e-10,3.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,GRU,6.192516324766473e-10,4.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,LightGBM,6.658120685278744e-10,5.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,LSTM,6.707257022555789e-10,6.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,Theta,7.38282312682429e-10,7.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,Arima,7.981858443984992e-10,8.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,SeasonalNaive-8,7.981858443984992e-10,8.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,SeasonalNaive-56,8.929357390176277e-10,10.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,Informer,1.0540495035072364e-09,11.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,ETS,1.107936722675109e-09,12.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,XGBoost,1.300532212866943e-09,13.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,RandomForest,1.3007022081797723e-09,14.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,68,Naive,1.4248364480353415e-09,15.0,68,-25.0,-52.75,41.0,PR,Paraná,4.0,Sul
no2,7days,69,NBEATS-G,5.475040960596653e-10,1.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,NHITS,5.491238183169507e-10,2.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,NBEATS-I,5.535668593464034e-10,3.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,GRU,5.689954808536877e-10,4.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,LightGBM,6.187600075055711e-10,5.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,LSTM,6.448132291133098e-10,6.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,Theta,6.671097061482903e-10,7.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,Arima,7.354076578447925e-10,8.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,SeasonalNaive-8,7.354076578447925e-10,8.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,SeasonalNaive-56,8.42801062374472e-10,10.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,Informer,9.959347422840383e-10,11.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,XGBoost,1.2904678283774294e-09,12.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,RandomForest,1.290661333294801e-09,13.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,Naive,1.35249329780924e-09,14.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,69,ETS,0.0017029666092664604,15.0,69,-25.0,-52.0,41.0,PR,Paraná,4.0,Sul
no2,7days,70,NBEATS-G,6.019886319596516e-10,1.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,NBEATS-I,6.041347286283366e-10,2.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,NHITS,6.06840664727787e-10,3.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,GRU,6.39779018770541e-10,4.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,LightGBM,6.911077743181588e-10,5.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,LSTM,6.970591977879543e-10,6.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,Theta,7.426215670328169e-10,7.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,Arima,8.043066924404371e-10,8.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,SeasonalNaive-8,8.043066924404371e-10,8.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,SeasonalNaive-56,9.491703974281903e-10,10.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,Informer,1.0847168958149353e-09,11.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,XGBoost,1.3694873753066025e-09,12.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,RandomForest,1.3696797370097653e-09,13.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,Naive,1.5013327049837535e-09,14.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,70,ETS,0.0004932636159480391,15.0,70,-25.0,-51.25,41.0,PR,Paraná,4.0,Sul
no2,7days,71,NBEATS-G,7.292241908866144e-10,1.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,NBEATS-I,7.355279193502187e-10,2.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,NHITS,7.377899532280723e-10,3.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,LightGBM,7.98038363696487e-10,4.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,GRU,7.989244492522621e-10,5.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,Theta,8.641560648814242e-10,6.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,LSTM,8.660767940180856e-10,7.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,Arima,9.545232059116124e-10,8.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,SeasonalNaive-8,9.545232059116124e-10,8.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,SeasonalNaive-56,1.2038916334246242e-09,10.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,Informer,1.2682016203609206e-09,11.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,XGBoost,1.4377635975396006e-09,12.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,RandomForest,1.4378911780079315e-09,13.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,Naive,1.808353889656749e-09,14.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,71,ETS,0.0012766333713078238,15.0,71,-25.0,-50.5,41.0,PR,Paraná,4.0,Sul
no2,7days,72,NBEATS-G,8.351233431981104e-10,1.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,NBEATS-I,8.394646560102323e-10,2.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,NHITS,8.40240398999936e-10,3.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,GRU,9.303168714827512e-10,4.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,LightGBM,9.502990046388283e-10,5.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,LSTM,9.882513738840295e-10,6.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,Theta,1.0154798457061042e-09,7.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,Arima,1.1188306796104888e-09,8.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,SeasonalNaive-8,1.1188306796104888e-09,8.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,SeasonalNaive-56,1.3821122340522632e-09,10.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,Informer,1.5127321531335927e-09,11.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,XGBoost,1.6473562493765962e-09,12.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,RandomForest,1.6474064916391308e-09,13.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,Naive,2.147484038902544e-09,14.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,72,ETS,0.0006209744628777956,15.0,72,-25.0,-49.75,41.0,PR,Paraná,4.0,Sul
no2,7days,73,NHITS,9.829772537508623e-10,1.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,NBEATS-G,9.94131615766048e-10,2.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,NBEATS-I,9.96709977004001e-10,3.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,GRU,1.0331089748503995e-09,4.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,LSTM,1.068720512072104e-09,5.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,LightGBM,1.092644907259402e-09,6.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,Theta,1.2377582310095184e-09,7.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,Arima,1.3274295217517102e-09,8.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,SeasonalNaive-8,1.3274295217517102e-09,8.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,SeasonalNaive-56,1.5831236741064499e-09,10.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,Informer,1.78323984513882e-09,11.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,XGBoost,1.9394355228909015e-09,12.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,RandomForest,1.939439535140955e-09,13.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,ETS,2.3663034706643848e-09,14.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,73,Naive,2.4429015662933504e-09,15.0,73,-25.0,-49.0,41.0,PR,Paraná,4.0,Sul
no2,7days,74,NBEATS-I,7.518188732264562e-10,1.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,NHITS,7.522522980199866e-10,2.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,NBEATS-G,7.538554089140384e-10,3.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,GRU,7.715734296147915e-10,4.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,LSTM,8.03113786256081e-10,5.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,LightGBM,8.266199922130251e-10,6.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,Theta,9.166477989655182e-10,7.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,Arima,1.016837719340965e-09,8.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,SeasonalNaive-8,1.016837719340965e-09,8.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,SeasonalNaive-56,1.1672396769578965e-09,10.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,ETS,1.2511333920506678e-09,11.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,Informer,1.2513395680445356e-09,12.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,XGBoost,1.443481334995599e-09,13.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,RandomForest,1.4435998982619434e-09,14.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,74,Naive,1.6253519278333328e-09,15.0,74,-25.0,-48.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,NBEATS-G,6.995194408063781e-10,1.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,NBEATS-I,7.044127449656451e-10,2.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,NHITS,7.156266670464529e-10,3.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,GRU,7.213078956491167e-10,4.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,LSTM,7.33536668675855e-10,5.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,LightGBM,7.453821035075885e-10,6.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,Arima,8.341676087260053e-10,7.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,SeasonalNaive-8,8.341676087260053e-10,7.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,Theta,8.616202618733728e-10,9.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,SeasonalNaive-56,9.47692682902417e-10,10.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,Informer,1.1071981346845854e-09,11.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,ETS,1.1717257766946341e-09,12.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,XGBoost,1.3790832511771636e-09,13.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,RandomForest,1.3792815550019786e-09,14.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,75,Naive,1.412211138203246e-09,15.0,75,-24.25,-54.25,41.0,PR,Paraná,4.0,Sul
no2,7days,76,NBEATS-I,7.127750814314459e-10,1.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,76,NBEATS-G,7.149419736861189e-10,2.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,76,NHITS,7.387820181268356e-10,3.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,76,GRU,7.549803488693347e-10,4.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
no2,7days,76,LSTM,7.764073170149927e-10,5.0,76,-24.25,-53.5,41.0,PR,Paraná,4.0,Sul
