epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,1,2.558109760284424,,
1,,3,1.4101266860961914,,
2,,5,1.4567891359329224,,
3,,7,1.3687355518341064,,
4,,9,1.336922526359558,,
5,,11,1.344757080078125,,
6,,13,1.3106871843338013,,
7,,15,1.302647590637207,,
8,,17,1.3850396871566772,,
9,,19,1.3193366527557373,,
10,,21,1.3588943481445312,,
11,,23,1.3389065265655518,,
12,,25,1.3311281204223633,,
13,,27,1.3035128116607666,,
14,,29,1.3649635314941406,,
15,,31,1.3036329746246338,,
16,,33,1.2753410339355469,,
17,,35,1.3326666355133057,,
18,,37,1.3022973537445068,,
19,,39,1.3386948108673096,,
20,,41,1.2941784858703613,,
21,,43,1.2683613300323486,,
22,,45,1.2788411378860474,,
23,,47,1.3358478546142578,,
24,,49,,1.223212480545044,
24,,49,1.2429742813110352,,
25,,51,1.27717924118042,,
26,,53,1.3084315061569214,,
27,,55,1.2237025499343872,,
28,,57,1.3048577308654785,,
29,,59,1.2276986837387085,,
30,,61,1.2055416107177734,,
31,,63,1.3017034530639648,,
32,,65,1.2897920608520508,,
33,,67,1.2285547256469727,,
34,,69,1.215592384338379,,
35,,71,1.3055226802825928,,
36,,73,1.3083930015563965,,
37,,75,1.2403144836425781,,
38,,77,1.2701671123504639,,
39,,79,1.297113299369812,,
40,,81,1.1821250915527344,,
41,,83,1.3155996799468994,,
42,,85,1.218117356300354,,
43,,87,1.1883195638656616,,
44,,89,1.2163200378417969,,
45,,91,1.300449252128601,,
46,,93,1.2456254959106445,,
47,,95,1.2472262382507324,,
48,,97,1.2263462543487549,,
49,,99,,1.225124478340149,
49,1.2733402252197266,99,,,1.305428385734558
49,,99,1.23419988155365,,
50,,101,1.204267978668213,,
51,,103,1.1826765537261963,,
52,,105,1.2118737697601318,,
53,,107,1.2086076736450195,,
54,,109,1.232048511505127,,
55,,111,1.1880202293395996,,
56,,113,1.2076066732406616,,
57,,115,1.1819521188735962,,
58,,117,1.2132638692855835,,
59,,119,1.1976579427719116,,
60,,121,1.2409954071044922,,
61,,123,1.270524263381958,,
62,,125,1.1743614673614502,,
63,,127,1.2053086757659912,,
64,,129,1.2764015197753906,,
65,,131,1.2740437984466553,,
66,,133,1.1642544269561768,,
67,,135,1.2316327095031738,,
68,,137,1.195343017578125,,
69,,139,1.2556889057159424,,
70,,141,1.2011739015579224,,
71,,143,1.2630820274353027,,
72,,145,1.2906262874603271,,
73,,147,1.2286157608032227,,
74,,149,,1.24386727809906,
74,,149,1.2386387586593628,,
75,,151,1.2327589988708496,,
76,,153,1.2124229669570923,,
77,,155,1.2152626514434814,,
78,,157,1.194474458694458,,
79,,159,1.2645630836486816,,
80,,161,1.1904265880584717,,
81,,163,1.1856746673583984,,
82,,165,1.222867727279663,,
83,,167,1.1932361125946045,,
84,,169,1.2316455841064453,,
85,,171,1.208009958267212,,
86,,173,1.2288661003112793,,
87,,175,1.2356823682785034,,
88,,177,1.2503185272216797,,
89,,179,1.2018332481384277,,
90,,181,1.2165679931640625,,
91,,183,1.2116179466247559,,
92,,185,1.2628498077392578,,
93,,187,1.2076964378356934,,
94,,189,1.2327494621276855,,
95,,191,1.2161027193069458,,
96,,193,1.2646058797836304,,
97,,195,1.2114946842193604,,
98,,197,1.2738051414489746,,
99,,199,,1.1602391004562378,
99,1.3079349994659424,199,,,1.3273415565490723
99,,199,1.1849520206451416,,
100,,201,1.169314980506897,,
101,,203,1.2188267707824707,,
102,,205,1.2114531993865967,,
103,,207,1.2372331619262695,,
104,,209,1.249620795249939,,
105,,211,1.2001314163208008,,
106,,213,1.1816940307617188,,
107,,215,1.1647815704345703,,
108,,217,1.1569157838821411,,
109,,219,1.1610310077667236,,
110,,221,1.2314298152923584,,
111,,223,1.2927579879760742,,
112,,225,1.1716489791870117,,
113,,227,1.1625900268554688,,
114,,229,1.2463563680648804,,
115,,231,1.209650993347168,,
116,,233,1.2033429145812988,,
117,,235,1.1957571506500244,,
118,,237,1.2197191715240479,,
119,,239,1.2149791717529297,,
120,,241,1.204525113105774,,
121,,243,1.199617624282837,,
122,,245,1.1790149211883545,,
123,,247,1.2651461362838745,,
124,,249,,1.200226902961731,
124,,249,1.196704387664795,,
125,,251,1.187542200088501,,
126,,253,1.1958799362182617,,
127,,255,1.203582763671875,,
128,,257,1.1692721843719482,,
129,,259,1.1587936878204346,,
130,,261,1.1784133911132812,,
131,,263,1.2121280431747437,,
132,,265,1.2514443397521973,,
133,,267,1.267379641532898,,
134,,269,1.2414798736572266,,
135,,271,1.2170133590698242,,
136,,273,1.1598715782165527,,
137,,275,1.2255682945251465,,
138,,277,1.1666245460510254,,
139,,279,1.1907403469085693,,
140,,281,1.24098539352417,,
141,,283,1.1709463596343994,,
142,,285,1.2403285503387451,,
143,,287,1.1616847515106201,,
144,,289,1.2313402891159058,,
145,,291,1.192936658859253,,
146,,293,1.233820915222168,,
147,,295,1.2130460739135742,,
148,,297,1.2356808185577393,,
149,,299,,1.1498692035675049,
149,1.229090690612793,299,,,1.2626842260360718
149,,299,1.1616947650909424,,
150,,301,1.1451807022094727,,
151,,303,1.166231632232666,,
152,,305,1.2400493621826172,,
153,,307,1.2384870052337646,,
154,,309,1.183742880821228,,
155,,311,1.165116786956787,,
156,,313,1.1928225755691528,,
157,,315,1.1764726638793945,,
158,,317,1.2206785678863525,,
159,,319,1.2304846048355103,,
160,,321,1.171544075012207,,
161,,323,1.134093165397644,,
162,,325,1.1332759857177734,,
163,,327,1.1353514194488525,,
164,,329,1.214714765548706,,
165,,331,1.1916989088058472,,
166,,333,1.214845895767212,,
167,,335,1.1551530361175537,,
168,,337,1.242794156074524,,
169,,339,1.1409615278244019,,
170,,341,1.1684777736663818,,
171,,343,1.1487581729888916,,
172,,345,1.176163911819458,,
